Codigo,,,,,,,,,,,,Precio Referencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTROL,
OG,OE,OP,AC,Codigo control,Proyecto,Grupo,Partida,Código Actividad Sistema,Detalle de actividad,Cant. ,Costo Unit., (Costo Total  Bs.) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,4,1,2141,SUECIA_PV,VIAJES_SUECIA_PV,HOSPEDAJE NACIONAL,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,"1.960,00","1.960,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.960,00",
2,2,1,1,2211,BID_PV,GUIAS,GUIAS LOCALES,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,"173.544,00","173.544,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173.544,00",
2,2,1,1,2211,BID_PV,VIAJES_BID_PV,VIÁTICOS CAMPO,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,"8.677,00","8.677,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.677,00",
2,2,1,1,2211,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,"7.955,00","7.955,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.955,00",
2,2,1,1,2211,BID_PV,VIAJES_BID_PV,VIÁTICOS,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,12892,"12.892,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.892,00",
2,2,1,1,2211,BID_PV,VIAJES_BID_PV,PASAJES AÉREOS NACIONALES,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,"18.182,00","18.182,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.182,00",
2,2,1,1,2211,BID_PV,VIAJES_BID_PV,HOSPEDAJE NACIONAL,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,"18.204,00","18.204,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.204,00",
2,2,1,1,2211,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial - insumos para ampliacion del servidor ",1,"39.258,00","39.258,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.258,00",
2,2,1,1,2211,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial -  drones",2,"94.783,00","189.566,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189.566,00",
2,2,1,1,2211,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial -  licencias",1,"11.374,00","11.374,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.374,00",
2,2,1,1,2211,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES NACIONALES,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial  ",1,"30.910,00","30.910,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.910,00",
2,2,1,1,2211,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial  ",1,"83.879,00","83.879,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.879,00",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALIMENTACIÓN/ VIVERES,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"33.912,28","33.912,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33.912,28",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,EQUIPO DE PROTECCIÓN PERSONAL,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"30.000,00","30.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.000,00",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HERRAMIENTAS VARIAS,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"30.000,00","30.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.000,00",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,CONBUSTIBLE,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"40.000,00","40.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.000,00",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,INSUMOS Y EQUIPAMIENTO,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"35.890,19","35.890,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.890,19",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,MANTENIMIENTO DE VEHICULOS,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"40.000,00","40.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.000,00",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HOSPEDAJE NACIONAL,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"45.000,00","45.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.000,00",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,VIATICOS,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"45.000,00","45.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.000,00",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALQUILER VEHICULOS,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"40.000,00","40.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.000,00",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,"PAGO PONTOS, PEAJES, ETC.",A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"20.000,00","20.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.000,00",
2,2,1,2,2212,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,GUIAS LOCALES,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"45.000,00","45.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.000,00",
2,2,1,2,2212,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,EQUIPOS,A3.1 / 5 / 5.1,Realizar campañas de campo para evaluar potencial productivo,1,"7.860,56","7.860,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.860,56",
2,2,1,2,2212,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,SUMINISTROS DE PROYECTO,A3.1 / 5 / 5.1,Realizar campañas de campo para evaluar potencial productivo,1,"4.298,06","4.298,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.298,06",
2,2,1,2,2212,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,HERRAMIENTAS VARIAS,A3.1 / 5 / 5.1,Realizar campañas de campo para evaluar potencial productivo,1,"7.860,56","7.860,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.860,56",
2,2,1,2,2212,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,EQUIPO DE PROTECCIÓN PERSONAL,A3.1 / 5 / 5.1,Realizar campañas de campo para evaluar potencial productivo,1,"7.860,56","7.860,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.860,56",
2,2,1,2,2212,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,SUMINISTROS DE OFICINA,A3.1 / 5 / 5.1,Realizar campañas de campo para evaluar potencial productivo,1,"7.860,55","7.860,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.860,55",
2,2,,,22,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
2,2,,,22,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
2,2,2,1,2221,BID_PV,CONSULTORIAS,CONSULTORES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes.,1,"18.679,00","18.679,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.679,00",
2,2,2,1,2221,BID_PV,GUIAS,GUIAS LOCALES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes.,1,13163,"13.163,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.163,00",
2,2,2,1,2221,BID_PV,TALLERES_BID_PV,TALLERES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes.,1,"47.184,00","47.184,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.184,00",
2,2,2,1,2221,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes.,1,"4.905,00","4.905,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.905,00",
2,2,2,1,2221,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. - insumos para la instalación de estaciones,1,"14.445,00","14.445,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.445,00",
2,2,2,1,2221,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. - licencias,1,"13.700,00","13.700,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.700,00",
2,2,2,1,2221,BID_PV,VIAJES_BID_PV,PASAJES AÉREOS NACIONALES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. ,1,10733,"10.733,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.733,00",
2,2,2,1,2221,BID_PV,VIAJES_BID_PV,HOSPEDAJE,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. ,1,"2.249,00","2.249,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.249,00",
2,2,2,1,2221,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES NACIONALES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. ,1,"24.904,00","24.904,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.904,00",
2,2,2,1,2221,BID_PV,VIAJES_BID_PV,VIÁTICOS CAMPO,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. ,1,"415,00","415,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"415,00",
2,2,2,1,2221,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. ,1,"41.325,00","41.325,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.325,00",
2,2,2,2,2222,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES,115,Contribuir al establecimiento de una línea de base inicial de reservas de carbono.,1,"643,00","643,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"643,00",
2,2,2,2,2222,BID_PV,VIAJES_BID_PV,HOSPEDAJE,115,Contribuir al establecimiento de una línea de base inicial de reservas de carbono.,1,"300,00","300,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,00",
2,2,2,2,2222,BID_PV,VIAJES_BID_PV,PASAAJES AÉREOS,115,Contribuir al establecimiento de una línea de base inicial de reservas de carbono.,1,"1.790,00","1.790,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.790,00",
2,2,2,2,2222,BID_PV,CONSULTORIAS,CONSULTORES,115,Contribuir al establecimiento de una línea de base inicial de reservas de carbono. - modelamiento GEI,1,"127.013,00","127.013,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.013,00",
2,2,2,2,2222,SUECIA_PV,VIAJES_SUECIA_PV,COMBUSTIBLE,115,Contribuir al establecimiento de una línea de base inicial de reservas de carbono. - modelamiento GEI,1,"979,00","979,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"979,00",
2,2,3,1,2231,BID_PV,TALLERES_BID_PV,TALLERES,116,"Generar un módulo para incluir información sobre mercados, precios y características de las organizaciones productivas del Departamento",1,"50.344,00","50.344,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.344,00",
2,2,3,1,2231,BID_PV,IMPRESIONES,IMPRESIONES,116,"Generar un módulo para incluir información sobre mercados, precios y características de las organizaciones productivas del Departamento",1,30331,"30.331,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.331,00",
2,2,3,1,2231,BID_PV,VIAJES_BID_PV,PASAJES AÉREOS NACIONALES,116,"Generar un módulo para incluir información sobre mercados, precios y características de las organizaciones productivas del Departamento",1,"20.611,00","20.611,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.611,00",
2,2,3,1,2231,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,116,"Generar un módulo para incluir información sobre mercados, precios y características de las organizaciones productivas del Departamento",1,"33.647,00","33.647,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33.647,00",
3,1,1,1,3111,BID_PV,TALLERES_BID_PV,TALLERES,211,,1,"1.200,00","1.200,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.200,00",
3,,,,3,SUECIA_PV,COSTOS_VEHÍCULOS,MOVILIDADES,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
3,1,1,1,3111,BID_PV,TALLERES_BID_PV,TALLERES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"46.590,00","46.590,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.590,00",
3,1,1,1,3111,BID_PV,VIAJES_BID_PV,VIÁTICOS,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"8.472,00","8.472,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.472,00",
3,1,1,1,3111,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"1.546,00","1.546,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.546,00",
3,1,1,1,3111,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"22.798,00","22.798,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.798,00",
3,1,1,1,3111,SUECIA_PV,VIAJES_SUECIA_PV,VIÁTICOS,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"3.335,00","3.335,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.335,00",
3,1,1,1,3111,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES TERRESTRES NACIONALES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"3.170,00","3.170,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.170,00",
3,1,1,1,3111,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES AÉREOS NACIONALES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"2.622,00","2.622,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.622,00",
3,1,1,1,3111,SUECIA_PV,VIAJES_SUECIA_PV,HOSPEDAJE NACIONAL,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"797,00","797,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"797,00",
3,1,1,1,3111,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"25.149,00","25.149,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.149,00",
3,1,1,2,3112,BID_PV,TALLERES_BID_PV,TALLERES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"31.060,00","31.060,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.060,00",
3,1,1,2,3112,BID_PV,VIAJES_BID_PV,VIÁTICOS,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"5.648,00","5.648,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.648,00",
3,1,1,2,3112,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"1.031,00","1.031,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.031,00",
3,1,1,2,3112,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"15.198,00","15.198,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.198,00",
3,1,1,2,3112,SUECIA_PV,VIAJES_SUECIA_PV,VIÁTICOS,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"2.223,00","2.223,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.223,00",
3,1,1,2,3112,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES TERRESTRES NACIONALES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"2.113,00","2.113,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.113,00",
3,1,1,2,3112,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES AÉREOS NACIONALES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"1.748,00","1.748,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.748,00",
3,1,1,2,3112,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"16.766,00","16.766,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.766,00",
3,1,1,2,3112,RAINFOREST,SERVICIOS_PROFESIONALES_Y_DE_CONSULTORÍA_RF,CONSULTORES,A3.3 / 2 / 2.4,"Apoyo a la elabopración de planes de manejo en San pedro, Ingavi, Santos Mercado  y Villa Nueva",1,"16.474,69","16.474,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.474,69",
3,1,1,2,3112,AFD,ESTUDIOS_CONSULTORIAS_AFD,CONS. PLANES COMUN. PFNM,211,Fortalecer el manejo sostenible de bosques .,1,"710.872,00","710.872,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"710.872,00",
3,,,,3,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
3,,,,3,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
3,,,,3,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
3,1,2,1,3121,BID_PV,TALLERES_BID_PV,TALLERES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"77.649,00","77.649,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.649,00",
3,1,2,1,3121,BID_PV,VIAJES_BID_PV,VIÁTICOS,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"14.119,00","14.119,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.119,00",
3,1,2,1,3121,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"2.577,00","2.577,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.577,00",
3,1,2,1,3121,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"37.996,00","37.996,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.996,00",
3,1,2,1,3121,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"51.639,00","51.639,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.639,00",
3,1,2,1,3121,SUECIA_PV,VIAJES_SUECIA_PV,VIÁTICOS,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"5.558,00","5.558,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.558,00",
3,1,2,1,3121,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES TERRESTRES NACIONALES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"5.284,00","5.284,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.284,00",
3,1,2,1,3121,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES AÉREOS NACIONALES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"4.369,00","4.369,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.369,00",
3,1,2,1,3121,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,211,Fortalecimiento de capacidades en buenas prácticas de recolección y almacenamiento de frutos.,1,"41.915,00","41.915,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.915,00",
3,1,2,1,3121,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,CAPACITADORES,A3.4 / 6 / 6.3,"Talleres en manejo sustentable del bosque, fortalecimiento organizacional, manejo administrativo, estrategias de mercado",1,"6.077,86","6.077,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.077,86",
3,1,2,1,3121,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,SUMINISTROS DE OFICINA,A3.4 / 6 / 6.3,"Talleres en manejo sustentable del bosque, fortalecimiento organizacional, manejo administrativo, estrategias de mercado",1,"7.047,01","7.047,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.047,01",
3,1,2,1,3121,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,ALIMENTACION/VIVERES,A3.4 / 6 / 6.3,"Talleres en manejo sustentable del bosque, fortalecimiento organizacional, manejo administrativo, estrategias de mercado",1,"4.365,91","4.365,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.365,91",
3,1,2,1,3121,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,COMBUSTIBLE,A3.4 / 6 / 6.3,"Talleres en manejo sustentable del bosque, fortalecimiento organizacional, manejo administrativo, estrategias de mercado",1,"7.748,26","7.748,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.748,26",
3,1,2,1,3121,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,VIATICOS,A3.4 / 6 / 6.3,"Talleres en manejo sustentable del bosque, fortalecimiento organizacional, manejo administrativo, estrategias de mercado",1,"7.748,26","7.748,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.748,26",
3,1,2,1,3121,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,PASAJES TERRESTRES NACIONALES,A3.4 / 6 / 6.3,"Talleres en manejo sustentable del bosque, fortalecimiento organizacional, manejo administrativo, estrategias de mercado",1,"7.748,26","7.748,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.748,26",
3,1,2,1,3121,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,HOSPEDAJE NACIONAL,A3.4 / 6 / 6.3,"Talleres en manejo sustentable del bosque, fortalecimiento organizacional, manejo administrativo, estrategias de mercado",1,"7.748,26","7.748,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.748,26",
3,1,2,1,3121,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,ALQUILER DE VEHICULOS,A3.4 / 6 / 6.3,"Talleres en manejo sustentable del bosque, fortalecimiento organizacional, manejo administrativo, estrategias de mercado",1,"7.748,26","7.748,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.748,26",
3,1,2,1,3121,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,"PAGO PONTON, PEAJES, ETC.",A3.4 / 6 / 6.3,"Talleres en manejo sustentable del bosque, fortalecimiento organizacional, manejo administrativo, estrategias de mercado",1,"7.178,79","7.178,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.178,79",
3,1,2,1,3121,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,ALQUILER DE SALON,A3.4 / 6 / 6.3,"Talleres en manejo sustentable del bosque, fortalecimiento organizacional, manejo administrativo, estrategias de mercado",1,"7.748,26","7.748,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.748,26",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,COMBUSTIBLE,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"3.876,06","3.876,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.876,06",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,VIÁTICOS,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"1.531,11","1.531,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.531,11",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,PASAJES TERRESTRES NACIONALES,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"2.342,10","2.342,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.342,10",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,PASAJES AÉREOS NACIONALES,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"2.729,99","2.729,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.729,99",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,HOSPEDAJE NACIONAL,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"2.399,24","2.399,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.399,24",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,ALQUILER VEHÍCULOS,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"4.583,99","4.583,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.583,99",
